number,value,state,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_ch_first_idx,params_ch_idx,params_channels_pattern,params_convs_per_block,params_dilation_d0,params_dilation_mode,params_dilation_start,params_dilation_step,params_dr_p,params_dr_use_b0,params_dr_use_b1,params_dr_use_b2,params_dr_use_b3,params_dr_use_b4,params_dr_use_b5,params_fc_hidden,params_kernel_size,params_ln_use_b0,params_ln_use_b1,params_ln_use_b2,params_ln_use_b3,params_ln_use_b4,params_ln_use_b5,params_lr,params_momentum_sgd,params_norm,params_num_blocks,params_optimizer,params_pooling,params_use_weight_norm,params_weight_decay,params_wn_on_skip,user_attrs_channels,user_attrs_dilations,user_attrs_dr_enable,user_attrs_dr_p,user_attrs_ln_enable
10,0.33315589562704506,COMPLETE,2025-10-08 23:56:22.627031,2025-10-08 23:57:04.338273,0 days 00:00:41.711242,gelu,16,0.0,,increasing,3,3.0,linear,,1.0,0.3,False,,,,,,64.0,3,True,,,,,,0.0002,,minmax,1,RMSprop,last,True,5e-07,True,[64],[3],[False],0.3,[True]
11,0.34061292619607714,COMPLETE,2025-10-08 23:57:04.340309,2025-10-08 23:57:41.932351,0 days 00:00:37.592042,gelu,16,0.0,,increasing,3,3.0,linear,,1.0,0.3,False,,,,,,64.0,3,True,,,,,,0.0002,,minmax,1,RMSprop,last,True,5e-07,True,[64],[3],[False],0.3,[True]
12,0.2555847953758313,COMPLETE,2025-10-08 23:57:41.935391,2025-10-08 23:58:36.712240,0 days 00:00:54.776849,gelu,16,2.0,,increasing,3,3.0,linear,,1.0,0.3,False,True,,,,,64.0,3,True,True,,,,,0.0002,,minmax,2,RMSprop,last,True,5e-07,True,"[128, 192]","[3, 4]","[False, True]",0.3,"[True, True]"
13,0.178030303030303,PRUNED,2025-10-08 23:58:36.714521,2025-10-08 23:58:53.790182,0 days 00:00:17.075661,relu,16,2.0,,increasing,1,2.0,linear,,1.0,0.3,False,,,,,,64.0,9,True,,,,,,0.002,,minmax,1,RMSprop,mean,True,2e-07,True,[128],[2],[False],0.3,[True]
14,0.3661053511483437,COMPLETE,2025-10-08 23:58:53.791685,2025-10-09 00:00:06.137235,0 days 00:01:12.345550,gelu,16,2.0,,increasing,3,3.0,linear,,1.0,0.1,False,False,True,,,,64.0,3,True,False,True,,,,0.0005,,L2,3,RMSprop,last,True,1e-07,True,"[128, 192, 256]","[3, 4, 5]","[False, False, True]",0.1,"[True, False, True]"
15,0.178030303030303,PRUNED,2025-10-09 00:00:06.139293,2025-10-09 00:00:17.636944,0 days 00:00:11.497651,gelu,128,2.0,,increasing,2,1.0,linear,,2.0,0.1,False,False,True,,,,512.0,9,True,False,True,,,,0.0005,,L2,3,RMSprop,last,True,1e-07,True,"[128, 192, 256]","[1, 3, 5]","[False, False, True]",0.1,"[True, False, True]"
16,0.178030303030303,PRUNED,2025-10-09 00:00:17.637945,2025-10-09 00:00:48.635202,0 days 00:00:30.997257,gelu,16,3.0,,increasing,3,3.0,linear,,1.0,0.1,False,False,True,False,,,64.0,2,True,False,True,False,,,0.0005,,L2,4,RMSprop,attention,True,1e-07,True,"[192, 256, 384, 512]","[3, 4, 5, 6]","[False, False, True, False]",0.1,"[True, False, True, False]"
17,0.21640488656195464,PRUNED,2025-10-09 00:00:48.637241,2025-10-09 00:01:12.059541,0 days 00:00:23.422300,leakyrelu,16,,0.0,uniform,1,2.0,linear,,1.0,0.2,False,False,True,,,,64.0,3,False,False,True,,,,0.0005,,L2,3,AdamW,mean,True,1e-07,True,"[64, 64, 64]","[2, 3, 4]","[False, False, True]",0.2,"[False, False, True]"
18,0.21640488656195464,PRUNED,2025-10-09 00:01:12.060541,2025-10-09 00:01:39.033786,0 days 00:00:26.973245,hardswish,16,1.0,,increasing,2,,pow2,2.0,,0.1,False,True,,,,,64.0,3,False,True,,,,,0.0001,,L2,2,Adam,max,True,2e-07,True,"[96, 128]","[2, 4]","[False, True]",0.1,"[False, True]"
19,0.21759048895761182,COMPLETE,2025-10-09 00:01:39.034786,2025-10-09 00:03:24.479994,0 days 00:01:45.445208,silu,64,3.0,,increasing,3,3.0,linear,,2.0,0.2,False,False,True,False,,,,7,True,False,False,True,,,0.002,,L2,4,RMSprop,last,True,1e-06,True,"[192, 256, 384, 512]","[3, 5, 7, 9]","[False, False, True, False]",0.2,"[True, False, False, True]"
20,0.0894854586129754,PRUNED,2025-10-09 00:03:24.482515,2025-10-09 00:04:12.257149,0 days 00:00:47.774634,elu,128,,8.0,uniform,2,2.0,linear,,1.0,0.1,False,False,True,,,,128.0,2,False,True,True,,,,0.0005,,L2,3,RMSprop,last,True,2e-06,True,"[768, 768, 768]","[2, 3, 4]","[False, False, True]",0.1,"[False, True, True]"
21,0.21640488656195464,PRUNED,2025-10-09 00:04:12.258149,2025-10-09 00:04:39.809257,0 days 00:00:27.551108,gelu,16,1.0,,increasing,3,3.0,linear,,1.0,0.3,False,,,,,,64.0,3,True,,,,,,0.0002,,minmax,1,RMSprop,last,True,5e-07,True,[96],[3],[False],0.3,[True]
22,0.24913779210314266,PRUNED,2025-10-09 00:04:39.811255,2025-10-09 00:05:11.702809,0 days 00:00:31.891554,gelu,16,1.0,,increasing,3,3.0,linear,,1.0,0.3,False,True,,,,,64.0,3,True,False,,,,,0.0002,,minmax,2,RMSprop,last,True,5e-07,True,"[96, 128]","[3, 4]","[False, True]",0.3,"[True, False]"
23,0.40003191466043025,COMPLETE,2025-10-09 00:05:11.703811,2025-10-09 00:06:20.017332,0 days 00:01:08.313521,gelu,16,3.0,,increasing,3,3.0,linear,,1.0,0.2,False,False,,,,,64.0,3,True,False,,,,,0.0002,,minmax,2,RMSprop,last,True,5e-07,True,"[192, 256]","[3, 4]","[False, False]",0.2,"[True, False]"
24,0.18946428571428572,PRUNED,2025-10-09 00:06:20.020372,2025-10-09 00:06:35.297419,0 days 00:00:15.277047,relu,16,3.0,,increasing,2,3.0,linear,,2.0,0.2,False,False,,,,,512.0,3,True,False,,,,,0.0002,,L2,2,RMSprop,last,True,1e-07,True,"[192, 256]","[3, 5]","[False, False]",0.2,"[True, False]"
25,0.178030303030303,PRUNED,2025-10-09 00:06:35.298423,2025-10-09 00:07:54.985623,0 days 00:01:19.687200,mish,32,5.0,,increasing,3,3.0,linear,,1.0,0.1,False,False,True,,,,64.0,9,True,False,True,,,,0.0005,,L2,3,RMSprop,max,True,5e-07,True,"[384, 512, 640]","[3, 4, 5]","[False, False, True]",0.1,"[True, False, True]"
26,0.21640488656195464,PRUNED,2025-10-09 00:07:54.987623,2025-10-09 00:08:33.779206,0 days 00:00:38.791583,gelu,16,3.0,,increasing,3,,pow2,1.0,,0.2,False,False,,,,,64.0,7,True,False,,,,,0.0002,,minmax,2,Adam,attention,False,5e-07,True,"[192, 256]","[1, 2]","[False, False]",0.2,"[True, False]"
27,0.39185398983363506,COMPLETE,2025-10-09 00:08:33.780207,2025-10-09 00:09:40.068454,0 days 00:01:06.288247,gelu,16,4.0,,increasing,2,2.0,linear,,2.0,0.1,False,False,True,,,,64.0,3,True,False,False,,,,0.0001,,L2,3,AdamW,mean,True,1e-07,True,"[256, 384, 512]","[2, 4, 6]","[False, False, True]",0.1,"[True, False, False]"
28,0.21759048895761182,COMPLETE,2025-10-09 00:09:40.069737,2025-10-09 00:10:27.558678,0 days 00:00:47.488941,gelu,16,,0.0,uniform,2,2.0,linear,,2.0,0.2,False,True,True,False,,,64.0,3,False,True,False,False,,,0.0001,,minmax,4,AdamW,mean,True,5e-07,True,"[64, 64, 64, 64]","[2, 4, 6, 8]","[False, True, True, False]",0.2,"[False, True, False, False]"
29,0.21759048895761182,COMPLETE,2025-10-09 00:10:27.561185,2025-10-09 00:12:52.216712,0 days 00:02:24.655527,leakyrelu,96,8.0,,increasing,2,1.0,linear,,2.0,0.1,False,False,,,,,512.0,7,False,False,,,,,0.0001,,minmax,2,AdamW,mean,True,2e-07,False,"[768, 896]","[1, 3]","[False, False]",0.1,"[False, False]"
30,0.4005552282070115,COMPLETE,2025-10-09 00:12:52.218712,2025-10-09 00:13:22.880262,0 days 00:00:30.661550,gelu,32,,4.0,uniform,1,2.0,linear,,2.0,0.2,False,False,True,,,,,2,True,False,False,,,,0.0001,,L2,3,AdamW,mean,True,1e-06,True,"[256, 256, 256]","[2, 4, 6]","[False, False, True]",0.2,"[True, False, False]"
31,0.21640488656195464,PRUNED,2025-10-09 00:13:22.882768,2025-10-09 00:13:46.096406,0 days 00:00:23.213638,gelu,32,,4.0,uniform,1,2.0,linear,,2.0,0.2,False,False,True,,,,,2,True,False,False,,,,0.0001,,L2,3,AdamW,mean,True,1e-06,True,"[256, 256, 256]","[2, 4, 6]","[False, False, True]",0.2,"[True, False, False]"
32,0.4188622526057582,COMPLETE,2025-10-09 00:13:46.096406,2025-10-09 00:14:25.420790,0 days 00:00:39.324384,hardswish,32,,6.0,uniform,1,2.0,linear,,2.0,0.2,False,False,True,,,,,2,True,False,False,,,,0.0001,,L2,3,AdamW,mean,True,1e-06,True,"[512, 512, 512]","[2, 4, 6]","[False, False, True]",0.2,"[True, False, False]"
33,0.41403420440642497,COMPLETE,2025-10-09 00:14:25.420790,2025-10-09 00:15:00.481585,0 days 00:00:35.060795,hardswish,32,,6.0,uniform,1,2.0,linear,,3.0,0.2,False,False,True,,,,,2,True,False,False,,,,0.0001,,L2,3,AdamW,mean,True,1e-06,True,"[512, 512, 512]","[2, 5, 8]","[False, False, True]",0.2,"[True, False, False]"
34,0.178030303030303,PRUNED,2025-10-09 00:15:00.483596,2025-10-09 00:15:17.831077,0 days 00:00:17.347481,hardswish,32,,6.0,uniform,1,2.0,linear,,3.0,0.2,True,False,True,False,,,,2,True,False,False,True,,,0.0001,,L2,4,AdamW,mean,True,1e-06,True,"[512, 512, 512, 512]","[2, 5, 8, 11]","[True, False, True, False]",0.2,"[True, False, False, True]"
35,0.178030303030303,PRUNED,2025-10-09 00:15:17.837690,2025-10-09 00:15:37.626189,0 days 00:00:19.788499,hardswish,32,,6.0,uniform,1,2.0,linear,,3.0,0.2,True,True,True,True,True,,,2,False,True,False,False,False,,0.0001,,L2,5,AdamW,mean,False,1e-06,True,"[512, 512, 512, 512, 512]","[2, 5, 8, 11, 14]","[True, True, True, True, True]",0.2,"[False, True, False, False, False]"
36,0.21761658031088082,PRUNED,2025-10-09 00:15:37.627194,2025-10-09 00:15:43.119479,0 days 00:00:05.492285,hardswish,32,,5.0,uniform,1,,pow2,1.0,,0.3,False,False,True,True,,,,2,False,False,False,True,,,0.0001,0.0,L2,4,SGD,mean,True,1e-06,False,"[384, 384, 384, 384]","[1, 2, 4, 8]","[False, False, True, True]",0.3,"[False, False, False, True]"
37,0.4012017524070268,COMPLETE,2025-10-09 00:15:43.125928,2025-10-09 00:16:13.623306,0 days 00:00:30.497378,hardswish,32,,3.0,uniform,1,2.0,linear,,3.0,0.2,True,True,True,,,,,2,True,True,False,,,,0.0001,,L2,3,AdamW,mean,False,1e-06,True,"[192, 192, 192]","[2, 5, 8]","[True, True, True]",0.2,"[True, True, False]"
38,0.45800651511320467,COMPLETE,2025-10-09 00:16:13.630528,2025-10-09 00:16:34.084319,0 days 00:00:20.453791,hardswish,32,,2.0,uniform,1,,pow2,2.0,,0.3,True,True,True,,,,,2,False,True,False,,,,0.001,,L2,3,AdamW,max,False,1e-06,True,"[128, 128, 128]","[2, 4, 8]","[True, True, True]",0.3,"[False, True, False]"
39,0.21761658031088082,PRUNED,2025-10-09 00:16:34.084319,2025-10-09 00:16:55.975534,0 days 00:00:21.891215,hardswish,32,,7.0,uniform,1,,pow2,2.0,,0.3,True,True,True,False,True,,256.0,5,False,True,False,False,False,,0.001,,L2,5,AdamW,max,False,0.0,False,"[640, 640, 640, 640, 640]","[2, 4, 8, 16, 32]","[True, True, True, False, True]",0.3,"[False, True, False, False, False]"
40,0.319047169166266,COMPLETE,2025-10-09 00:16:55.977315,2025-10-09 00:17:10.269977,0 days 00:00:14.292662,hardswish,96,,2.0,uniform,1,,pow2,2.0,,0.3,True,True,True,True,,,,2,False,True,False,True,,,0.001,0.9,L2,4,SGD,max,False,1e-06,True,"[128, 128, 128, 128]","[2, 4, 8, 16]","[True, True, True, True]",0.3,"[False, True, False, True]"
41,0.20131955392071,PRUNED,2025-10-09 00:17:10.272135,2025-10-09 00:17:18.083493,0 days 00:00:07.811358,hardswish,32,,2.0,uniform,1,,pow2,2.0,,0.2,True,True,True,,,,,2,False,True,False,,,,0.001,,L2,3,AdamW,max,False,1e-06,True,"[128, 128, 128]","[2, 4, 8]","[True, True, True]",0.2,"[False, True, False]"
42,0.24786025521319635,PRUNED,2025-10-09 00:17:18.083493,2025-10-09 00:17:32.509001,0 days 00:00:14.425508,hardswish,32,,2.0,uniform,1,,pow2,2.0,,0.3,True,True,True,,,,,2,False,True,False,,,,1e-05,,L2,3,AdamW,max,False,1e-06,True,"[128, 128, 128]","[2, 4, 8]","[True, True, True]",0.3,"[False, True, False]"
43,0.178030303030303,PRUNED,2025-10-09 00:17:32.510504,2025-10-09 00:18:12.143853,0 days 00:00:39.633349,hardswish,32,9.0,,decreasing,1,,pow2,2.0,,0.2,True,True,True,,,,,2,False,True,False,,,,0.001,,L2,3,AdamW,mean,False,1e-05,True,"[896, 768, 640]","[2, 4, 8]","[True, True, True]",0.2,"[False, True, False]"
44,0.46834505953250744,COMPLETE,2025-10-09 00:18:12.144859,2025-10-09 00:18:37.257306,0 days 00:00:25.112447,mish,32,,3.0,uniform,1,,pow2,1.0,,0.3,True,True,,,,,,7,False,True,,,,,0.0001,,L2,2,AdamW,max,False,1e-06,True,"[192, 192]","[1, 2]","[True, True]",0.3,"[False, True]"
45,0.21761658031088082,PRUNED,2025-10-09 00:18:37.259576,2025-10-09 00:18:43.971175,0 days 00:00:06.711599,mish,64,,6.0,uniform,1,,pow2,1.0,,0.3,True,True,,,,,128.0,7,False,True,,,,,0.002,,L2,2,AdamW,max,False,0.0,False,"[512, 512]","[1, 2]","[True, True]",0.3,"[False, True]"
46,0.44046100184087206,COMPLETE,2025-10-09 00:18:43.973234,2025-10-09 00:19:31.199222,0 days 00:00:47.225988,mish,32,6.0,,decreasing,1,,pow2,1.0,,0.3,True,True,,,,,256.0,7,False,True,,,,,0.0001,,L2,2,Adam,max,False,2e-06,True,"[512, 384]","[1, 2]","[True, True]",0.3,"[False, True]"
47,0.21759048895761182,COMPLETE,2025-10-09 00:19:31.199222,2025-10-09 00:19:53.514783,0 days 00:00:22.315561,mish,32,6.0,,decreasing,1,,pow2,1.0,,0.3,True,,,,,,256.0,7,False,,,,,,1e-05,,L2,1,Adam,max,False,2e-06,True,[512],[1],[True],0.3,[False]
48,0.21761658031088082,PRUNED,2025-10-09 00:19:53.521805,2025-10-09 00:20:01.895485,0 days 00:00:08.373680,mish,128,7.0,,decreasing,1,,pow2,1.0,,0.3,True,True,,,,,256.0,7,False,True,,,,,0.001,,L2,2,Adam,max,False,2e-06,True,"[640, 512]","[1, 2]","[True, True]",0.3,"[False, True]"
49,0.4351038764074138,COMPLETE,2025-10-09 00:20:01.896491,2025-10-09 00:20:48.598807,0 days 00:00:46.702316,mish,32,6.0,,decreasing,1,,pow2,1.0,,0.3,True,True,,,,,256.0,7,False,True,,,,,0.0001,,L2,2,Adam,max,False,2e-06,False,"[512, 384]","[1, 2]","[True, True]",0.3,"[False, True]"
