video_ID,split,embedding,seed
v52_p3_diag,train,baseline_CASIAB.csv,42
v43_p4_diag,train,baseline_CASIAB.csv,42
v65_p34_diag,train,baseline_CASIAB.csv,42
v67_p2_diag,train,baseline_CASIAB.csv,42
v54_p3_diag,train,baseline_CASIAB.csv,42
v30_p25_diag,train,baseline_CASIAB.csv,42
v17_p4_diag,train,baseline_CASIAB.csv,42
v66_p24_diag,train,baseline_CASIAB.csv,42
v4_p5_diag,train,baseline_CASIAB.csv,42
v62_p9_diag,train,baseline_CASIAB.csv,42
v69_p1_diag,train,baseline_CASIAB.csv,42
v20_p20_diag,train,baseline_CASIAB.csv,42
v20_p16_diag,train,baseline_CASIAB.csv,42
v53_p6_diag,train,baseline_CASIAB.csv,42
v8_p20_diag,train,baseline_CASIAB.csv,42
v68_p10_diag,train,baseline_CASIAB.csv,42
v1_p14_diag,train,baseline_CASIAB.csv,42
v68_p5_diag,train,baseline_CASIAB.csv,42
v65_p9_diag,train,baseline_CASIAB.csv,42
v21_p19_diag,train,baseline_CASIAB.csv,42
v8_p15_diag,train,baseline_CASIAB.csv,42
v34_p2_diag,train,baseline_CASIAB.csv,42
v53_p8_diag,train,baseline_CASIAB.csv,42
v15_p3_diag,train,baseline_CASIAB.csv,42
v5_p5_diag,train,baseline_CASIAB.csv,42
v15_p1_diag,train,baseline_CASIAB.csv,42
v27_p2_diag,train,baseline_CASIAB.csv,42
v29_p10_diag,train,baseline_CASIAB.csv,42
v8_p18_diag,train,baseline_CASIAB.csv,42
v19_p3_diag,train,baseline_CASIAB.csv,42
v5_p2_diag,train,baseline_CASIAB.csv,42
v20_p8_diag,train,baseline_CASIAB.csv,42
v66_p6_diag,train,baseline_CASIAB.csv,42
v67_p1_diag,train,baseline_CASIAB.csv,42
v65_p42_diag,train,baseline_CASIAB.csv,42
v45_p1_diag,train,baseline_CASIAB.csv,42
v21_p26_diag,train,baseline_CASIAB.csv,42
v31_p2_diag,train,baseline_CASIAB.csv,42
v43_p8_diag,train,baseline_CASIAB.csv,42
v8_p8_diag,train,baseline_CASIAB.csv,42
v17_p1_diag,train,baseline_CASIAB.csv,42
v40_p2_diag,train,baseline_CASIAB.csv,42
v12_p7_diag,train,baseline_CASIAB.csv,42
v14_p1_diag,train,baseline_CASIAB.csv,42
v29_p1_diag,train,baseline_CASIAB.csv,42
v25_p1_diag,train,baseline_CASIAB.csv,42
v54_p2_diag,train,baseline_CASIAB.csv,42
v66_p12_diag,train,baseline_CASIAB.csv,42
v12_p5_diag,train,baseline_CASIAB.csv,42
v65_p17_diag,train,baseline_CASIAB.csv,42
v53_p9_diag,train,baseline_CASIAB.csv,42
v17_p7_diag,train,baseline_CASIAB.csv,42
v66_p44_diag,train,baseline_CASIAB.csv,42
v68_p3_diag,train,baseline_CASIAB.csv,42
v58_p6_diag,train,baseline_CASIAB.csv,42
v65_p47_diag,train,baseline_CASIAB.csv,42
v36_p8_diag,train,baseline_CASIAB.csv,42
v8_p22_diag,train,baseline_CASIAB.csv,42
v23_p1_diag,train,baseline_CASIAB.csv,42
v63_p6_diag,train,baseline_CASIAB.csv,42
v62_p3_diag,train,baseline_CASIAB.csv,42
v68_p14_diag,train,baseline_CASIAB.csv,42
v51_p5_diag,train,baseline_CASIAB.csv,42
v45_p5_diag,train,baseline_CASIAB.csv,42
v29_p5_diag,train,baseline_CASIAB.csv,42
v30_p5_diag,train,baseline_CASIAB.csv,42
v65_p44_diag,train,baseline_CASIAB.csv,42
v67_p18_diag,train,baseline_CASIAB.csv,42
v20_p12_diag,train,baseline_CASIAB.csv,42
v53_p10_diag,train,baseline_CASIAB.csv,42
v5_p3_diag,train,baseline_CASIAB.csv,42
v67_p3_diag,train,baseline_CASIAB.csv,42
v18_p4_diag,train,baseline_CASIAB.csv,42
v26_p12_diag,train,baseline_CASIAB.csv,42
v26_p17_diag,train,baseline_CASIAB.csv,42
v66_p18_diag,train,baseline_CASIAB.csv,42
v20_p4_diag,train,baseline_CASIAB.csv,42
v8_p16_diag,train,baseline_CASIAB.csv,42
v19_p6_diag,train,baseline_CASIAB.csv,42
v26_p16_diag,train,baseline_CASIAB.csv,42
v66_p4_diag,train,baseline_CASIAB.csv,42
v26_p4_diag,train,baseline_CASIAB.csv,42
v53_p2_diag,train,baseline_CASIAB.csv,42
v66_p38_diag,train,baseline_CASIAB.csv,42
v8_p5_diag,train,baseline_CASIAB.csv,42
v26_p2_diag,train,baseline_CASIAB.csv,42
v42_p9_diag,train,baseline_CASIAB.csv,42
v9_p6_diag,train,baseline_CASIAB.csv,42
v1_p9_diag,train,baseline_CASIAB.csv,42
v67_p16_diag,train,baseline_CASIAB.csv,42
v23_p8_diag,train,baseline_CASIAB.csv,42
v67_p8_diag,train,baseline_CASIAB.csv,42
v66_p17_diag,train,baseline_CASIAB.csv,42
v5_p6_diag,train,baseline_CASIAB.csv,42
v17_p6_diag,train,baseline_CASIAB.csv,42
v8_p3_diag,train,baseline_CASIAB.csv,42
v65_p11_diag,train,baseline_CASIAB.csv,42
v20_p18_diag,train,baseline_CASIAB.csv,42
v67_p14_diag,train,baseline_CASIAB.csv,42
v52_p7_diag,train,baseline_CASIAB.csv,42
v36_p1_diag,train,baseline_CASIAB.csv,42
v4_p2_diag,train,baseline_CASIAB.csv,42
v64_p3_diag,train,baseline_CASIAB.csv,42
v65_p19_diag,train,baseline_CASIAB.csv,42
v65_p40_diag,train,baseline_CASIAB.csv,42
v66_p16_diag,train,baseline_CASIAB.csv,42
v52_p4_diag,train,baseline_CASIAB.csv,42
v54_p7_diag,train,baseline_CASIAB.csv,42
v39_p2_diag,train,baseline_CASIAB.csv,42
v4_p1_diag,train,baseline_CASIAB.csv,42
v22_p1_diag,train,baseline_CASIAB.csv,42
v36_p7_diag,train,baseline_CASIAB.csv,42
v43_p7_diag,train,baseline_CASIAB.csv,42
v34_p4_diag,train,baseline_CASIAB.csv,42
v21_p27_diag,train,baseline_CASIAB.csv,42
v11_p11_diag,train,baseline_CASIAB.csv,42
v64_p1_diag,train,baseline_CASIAB.csv,42
v68_p13_diag,train,baseline_CASIAB.csv,42
v26_p1_diag,train,baseline_CASIAB.csv,42
v3_p2_diag,train,baseline_CASIAB.csv,42
v65_p16_diag,train,baseline_CASIAB.csv,42
v54_p6_diag,train,baseline_CASIAB.csv,42
v67_p4_diag,train,baseline_CASIAB.csv,42
v31_p9_diag,train,baseline_CASIAB.csv,42
v66_p28_diag,train,baseline_CASIAB.csv,42
v17_p2_diag,train,baseline_CASIAB.csv,42
v47_p3_diag,train,baseline_CASIAB.csv,42
v26_p7_diag,train,baseline_CASIAB.csv,42
v40_p7_diag,train,baseline_CASIAB.csv,42
v26_p9_diag,train,baseline_CASIAB.csv,42
v66_p23_diag,train,baseline_CASIAB.csv,42
v33_p2_diag,train,baseline_CASIAB.csv,42
v39_p6_diag,train,baseline_CASIAB.csv,42
v37_p2_diag,train,baseline_CASIAB.csv,42
v66_p34_diag,train,baseline_CASIAB.csv,42
v66_p7_diag,train,baseline_CASIAB.csv,42
v67_p11_diag,train,baseline_CASIAB.csv,42
v69_p7_diag,train,baseline_CASIAB.csv,42
v30_p2_diag,train,baseline_CASIAB.csv,42
v8_p17_diag,train,baseline_CASIAB.csv,42
v13_p1_diag,train,baseline_CASIAB.csv,42
v37_p1_diag,train,baseline_CASIAB.csv,42
v20_p2_diag,train,baseline_CASIAB.csv,42
v5_p7_diag,train,baseline_CASIAB.csv,42
v39_p10_diag,train,baseline_CASIAB.csv,42
v66_p10_diag,train,baseline_CASIAB.csv,42
v23_p4_diag,train,baseline_CASIAB.csv,42
v66_p36_diag,train,baseline_CASIAB.csv,42
v5_p4_diag,train,baseline_CASIAB.csv,42
v20_p7_diag,train,baseline_CASIAB.csv,42
v1_p11_diag,train,baseline_CASIAB.csv,42
v6_p8_diag,train,baseline_CASIAB.csv,42
v66_p5_diag,train,baseline_CASIAB.csv,42
v65_p13_diag,train,baseline_CASIAB.csv,42
v65_p8_diag,train,baseline_CASIAB.csv,42
v30_p18_diag,train,baseline_CASIAB.csv,42
v17_p3_diag,train,baseline_CASIAB.csv,42
v66_p43_diag,train,baseline_CASIAB.csv,42
v62_p1_diag,train,baseline_CASIAB.csv,42
v34_p3_diag,train,baseline_CASIAB.csv,42
v38_p2_diag,train,baseline_CASIAB.csv,42
v40_p9_diag,train,baseline_CASIAB.csv,42
v27_p5_diag,train,baseline_CASIAB.csv,42
v51_p3_diag,train,baseline_CASIAB.csv,42
v36_p2_diag,train,baseline_CASIAB.csv,42
v65_p35_diag,train,baseline_CASIAB.csv,42
v30_p12_diag,train,baseline_CASIAB.csv,42
v66_p39_diag,train,baseline_CASIAB.csv,42
v63_p1_diag,train,baseline_CASIAB.csv,42
v8_p23_diag,train,baseline_CASIAB.csv,42
v66_p22_diag,train,baseline_CASIAB.csv,42
v11_p3_diag,train,baseline_CASIAB.csv,42
v12_p1_diag,train,baseline_CASIAB.csv,42
v24_p2_diag,train,baseline_CASIAB.csv,42
v39_p7_diag,train,baseline_CASIAB.csv,42
v14_p5_diag,train,baseline_CASIAB.csv,42
v66_p20_diag,train,baseline_CASIAB.csv,42
v13_p5_diag,train,baseline_CASIAB.csv,42
v26_p5_diag,train,baseline_CASIAB.csv,42
v23_p6_diag,test,baseline_CASIAB.csv,42
v65_p46_diag,test,baseline_CASIAB.csv,42
v53_p7_diag,test,baseline_CASIAB.csv,42
v50_p7_diag,test,baseline_CASIAB.csv,42
v14_p4_diag,test,baseline_CASIAB.csv,42
v9_p8_diag,test,baseline_CASIAB.csv,42
v65_p21_diag,test,baseline_CASIAB.csv,42
v64_p5_diag,test,baseline_CASIAB.csv,42
v11_p10_diag,test,baseline_CASIAB.csv,42
v58_p5_diag,test,baseline_CASIAB.csv,42
v43_p6_diag,test,baseline_CASIAB.csv,42
v36_p6_diag,test,baseline_CASIAB.csv,42
v4_p6_diag,test,baseline_CASIAB.csv,42
v67_p13_diag,test,baseline_CASIAB.csv,42
v53_p4_diag,test,baseline_CASIAB.csv,42
v39_p5_diag,test,baseline_CASIAB.csv,42
v61_p7_diag,test,baseline_CASIAB.csv,42
v24_p6_diag,test,baseline_CASIAB.csv,42
v29_p9_diag,test,baseline_CASIAB.csv,42
v40_p4_diag,test,baseline_CASIAB.csv,42
v65_p30_diag,test,baseline_CASIAB.csv,42
v65_p15_diag,test,baseline_CASIAB.csv,42
v44_p2_diag,test,baseline_CASIAB.csv,42
v30_p23_diag,test,baseline_CASIAB.csv,42
v30_p31_diag,test,baseline_CASIAB.csv,42
v68_p12_diag,test,baseline_CASIAB.csv,42
v45_p3_diag,test,baseline_CASIAB.csv,42
v6_p5_diag,test,baseline_CASIAB.csv,42
v34_p1_diag,test,baseline_CASIAB.csv,42
v68_p8_diag,test,baseline_CASIAB.csv,42
v67_p15_diag,test,baseline_CASIAB.csv,42
v68_p2_diag,test,baseline_CASIAB.csv,42
v50_p2_diag,test,baseline_CASIAB.csv,42
v66_p41_diag,test,baseline_CASIAB.csv,42
v65_p29_diag,test,baseline_CASIAB.csv,42
v16_p2_diag,test,baseline_CASIAB.csv,42
v66_p33_diag,test,baseline_CASIAB.csv,42
v26_p11_diag,test,baseline_CASIAB.csv,42
v52_p6_diag,test,baseline_CASIAB.csv,42
v5_p10_diag,test,baseline_CASIAB.csv,42
v8_p12_diag,test,baseline_CASIAB.csv,42
v65_p18_diag,test,baseline_CASIAB.csv,42
v42_p6_diag,test,baseline_CASIAB.csv,42
v58_p9_diag,test,baseline_CASIAB.csv,42

v47_p7_diag,train,baseline_OUMVLP.csv,42
v65_p14_diag,train,baseline_OUMVLP.csv,42
v69_p4_diag,train,baseline_OUMVLP.csv,42
v26_p14_diag,train,baseline_OUMVLP.csv,42
v52_p2_diag,train,baseline_OUMVLP.csv,42
v20_p15_diag,train,baseline_OUMVLP.csv,42
v36_p3_diag,train,baseline_OUMVLP.csv,42
v26_p13_diag,train,baseline_OUMVLP.csv,42
v21_p22_diag,train,baseline_OUMVLP.csv,42
v29_p2_diag,train,baseline_OUMVLP.csv,42
v31_p10_diag,train,baseline_OUMVLP.csv,42
v64_p9_diag,train,baseline_OUMVLP.csv,42
v26_p6_diag,train,baseline_OUMVLP.csv,42
v8_p2_diag,train,baseline_OUMVLP.csv,42
v40_p3_diag,train,baseline_OUMVLP.csv,42
v9_p7_diag,train,baseline_OUMVLP.csv,42
v65_p3_diag,train,baseline_OUMVLP.csv,42
v67_p9_diag,train,baseline_OUMVLP.csv,42
v53_p3_diag,train,baseline_OUMVLP.csv,42
v8_p25_diag,train,baseline_OUMVLP.csv,42
v66_p14_diag,train,baseline_OUMVLP.csv,42
v1_p3_diag,train,baseline_OUMVLP.csv,42
v65_p43_diag,train,baseline_OUMVLP.csv,42
v20_p3_diag,train,baseline_OUMVLP.csv,42
v67_p7_diag,train,baseline_OUMVLP.csv,42
v19_p4_diag,train,baseline_OUMVLP.csv,42
v65_p23_diag,train,baseline_OUMVLP.csv,42
v66_p11_diag,train,baseline_OUMVLP.csv,42
v39_p9_diag,train,baseline_OUMVLP.csv,42
v61_p1_diag,train,baseline_OUMVLP.csv,42
v1_p13_diag,train,baseline_OUMVLP.csv,42
v58_p12_diag,train,baseline_OUMVLP.csv,42
v65_p41_diag,train,baseline_OUMVLP.csv,42
v67_p12_diag,train,baseline_OUMVLP.csv,42
v4_p4_diag,train,baseline_OUMVLP.csv,42
v69_p8_diag,train,baseline_OUMVLP.csv,42
v30_p24_diag,train,baseline_OUMVLP.csv,42
v36_p9_diag,train,baseline_OUMVLP.csv,42
v8_p4_diag,train,baseline_OUMVLP.csv,42
v11_p9_diag,train,baseline_OUMVLP.csv,42
v68_p7_diag,train,baseline_OUMVLP.csv,42
v64_p10_diag,train,baseline_OUMVLP.csv,42
v1_p6_diag,train,baseline_OUMVLP.csv,42
v26_p18_diag,train,baseline_OUMVLP.csv,42
v65_p28_diag,train,baseline_OUMVLP.csv,42
v14_p7_diag,train,baseline_OUMVLP.csv,42
v45_p6_diag,train,baseline_OUMVLP.csv,42
v30_p4_diag,train,baseline_OUMVLP.csv,42
v20_p21_diag,train,baseline_OUMVLP.csv,42
v6_p7_diag,train,baseline_OUMVLP.csv,42
v42_p2_diag,train,baseline_OUMVLP.csv,42
v45_p7_diag,train,baseline_OUMVLP.csv,42
v14_p9_diag,train,baseline_OUMVLP.csv,42
v65_p24_diag,train,baseline_OUMVLP.csv,42
v29_p3_diag,train,baseline_OUMVLP.csv,42
v62_p10_diag,train,baseline_OUMVLP.csv,42
v13_p3_diag,train,baseline_OUMVLP.csv,42
v65_p45_diag,train,baseline_OUMVLP.csv,42
v51_p2_diag,train,baseline_OUMVLP.csv,42
v3_p1_diag,train,baseline_OUMVLP.csv,42
v31_p12_diag,train,baseline_OUMVLP.csv,42
v11_p1_diag,train,baseline_OUMVLP.csv,42
v8_p24_diag,train,baseline_OUMVLP.csv,42
v66_p2_diag,train,baseline_OUMVLP.csv,42
v5_p8_diag,train,baseline_OUMVLP.csv,42
v66_p3_diag,train,baseline_OUMVLP.csv,42
v66_p8_diag,train,baseline_OUMVLP.csv,42
v27_p6_diag,train,baseline_OUMVLP.csv,42
v58_p10_diag,train,baseline_OUMVLP.csv,42
v34_p6_diag,train,baseline_OUMVLP.csv,42
v42_p3_diag,train,baseline_OUMVLP.csv,42
v15_p2_diag,train,baseline_OUMVLP.csv,42
v8_p26_diag,train,baseline_OUMVLP.csv,42
v20_p6_diag,train,baseline_OUMVLP.csv,42
v66_p31_diag,train,baseline_OUMVLP.csv,42
v23_p9_diag,train,baseline_OUMVLP.csv,42
v1_p8_diag,train,baseline_OUMVLP.csv,42
v1_p10_diag,train,baseline_OUMVLP.csv,42
v43_p2_diag,train,baseline_OUMVLP.csv,42
v21_p20_diag,train,baseline_OUMVLP.csv,42
v2_p6_diag,train,baseline_OUMVLP.csv,42
v30_p1_diag,train,baseline_OUMVLP.csv,42
v21_p24_diag,train,baseline_OUMVLP.csv,42
v21_p25_diag,train,baseline_OUMVLP.csv,42
v66_p9_diag,train,baseline_OUMVLP.csv,42
v22_p2_diag,train,baseline_OUMVLP.csv,42
v1_p12_diag,train,baseline_OUMVLP.csv,42
v18_p2_diag,train,baseline_OUMVLP.csv,42
v64_p4_diag,train,baseline_OUMVLP.csv,42
v4_p9_diag,train,baseline_OUMVLP.csv,42
v67_p10_diag,train,baseline_OUMVLP.csv,42
v10_p4_diag,train,baseline_OUMVLP.csv,42
v66_p15_diag,train,baseline_OUMVLP.csv,42
v31_p3_diag,train,baseline_OUMVLP.csv,42
v61_p5_diag,train,baseline_OUMVLP.csv,42
v65_p5_diag,train,baseline_OUMVLP.csv,42
v17_p5_diag,train,baseline_OUMVLP.csv,42
v4_p3_diag,train,baseline_OUMVLP.csv,42
v46_p1_diag,train,baseline_OUMVLP.csv,42
v64_p6_diag,train,baseline_OUMVLP.csv,42
v13_p7_diag,train,baseline_OUMVLP.csv,42
